RBD,ESTABLECIMIENTO,COMUNA,DC_TOT,MAT_TOTAL,RAZON_DOC_EST
160,ESCUELA PACHICA,1404,10,36,0.2777777777777778
161,LICEO DE HUARA,1404,37,396,0.09343434343434344
162,ESCUELA SIBAYA,1404,9,41,0.21951219512195122
165,ESCUELA CHUSMIZA,1404,2,2,1.0
167,ESCUELA CAMINA,1402,14,135,0.1037037037037037
168,ESCUELA CUISAMA,1402,3,1,3.0
169,ESCUELA QUISTAGAMA,1402,3,6,0.5
170,ESCUELA NAMA,1402,2,5,0.4
171,ESCUELA APAMILCA,1402,3,2,1.5
172,ESCUELA CHAPIQUILTA,1402,3,7,0.42857142857142855
173,ESCUELA MOQUELLA,1402,3,13,0.23076923076923078
174,ESCUELA FRANCIA,1402,3,26,0.11538461538461539
175,ESCUELA YALA YALA,1402,3,7,0.42857142857142855
177,ESCUELA BASICA CARIQUIMA,1403,1,10,0.1
178,LICEO TECNICO PROFESIONAL COLCHANE,1403,22,195,0.11282051282051282
179,ESCUELA BASICA MAUQUE,1403,2,1,2.0
185,ESCUELA BASICA PISIGA-CHOQUE,1403,1,8,0.125
186,ESCUELA BASICA ENQUELGA,1403,1,2,0.5
187,ESCUELA VERTIENTE DEL SABER,1405,28,323,0.08668730650154799
188,ESC. MATILLA DE NUEVA EXTREMADURA,1405,26,207,0.12560386473429952
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,1401,57,808,0.07054455445544554
192,ESCUELA BASICA MAMINA,1401,10,42,0.23809523809523808
193,ESCUELA BASICA POZO ALMONTE,1401,40,686,0.05830903790087463
195,ESCUELA BASICA LA TIRANA,1401,20,278,0.07194244604316546
196,ESCUELA BASICA HUATACONDO,1401,2,7,0.2857142857142857
198,ESCUELA BASICA LA HUAYCA,1401,13,86,0.1511627906976744
199,LICEO DOMINGO LATRILLE LASTAUNOU,2301,48,717,0.06694560669456066
200,LICEO POLITECNICO DIEGO PORTALES P.,2301,42,605,0.06942148760330578
201,ESCUELA CARLOS CONDELL DE LA HAZA,2301,39,539,0.07235621521335807
203,ESCUELA PABLO NERUDA,2301,30,565,0.05309734513274336
204,ESCUELA L.GRAL.BERNARDO O´HIGGINS R.,2301,38,625,0.0608
205,ESCUELA ARTURO PRAT CHACON,2301,30,446,0.06726457399103139
206,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,2301,33,436,0.07568807339449542
207,ESC. ESPECIAL PEDRO AGUIRRE CERDA,2301,19,65,0.2923076923076923
208,COLEGIO BICENTENARIO SAGRADA FAMILIA,2301,53,1201,0.04412989175686927
210,ESCUELA ARTURO PEREZ CANTO,2302,45,694,0.06484149855907781
211,LICEO H.C. T.P. MARIA ELENA,2302,23,248,0.09274193548387097
214,ESCUELA IGNACIO CARRERA PINTO,2302,3,31,0.0967741935483871
217,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,2201,60,1132,0.053003533568904596
218,LICEO FRANCISCO DE AGUIRRE,2201,40,415,0.0963855421686747
219,LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA,2201,57,845,0.06745562130177515
220,LICEO MINERO AMÉRICA,2201,59,1095,0.053881278538812784
222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,2201,30,518,0.05791505791505792
223,ESCUELA CLAUDIO ARRAU,2201,44,655,0.06717557251908397
224,ESCUELA GRECIA,2201,48,1017,0.0471976401179941
225,ESCUELA REPUBLICA DE BOLIVIA,2201,41,994,0.04124748490945674
226,ESCUELA BASICA EMILIO SOTOMAYOR,2201,53,914,0.05798687089715536
227,ESCUELA BASICA PRESIDENTE BALMACEDA,2201,82,1518,0.05401844532279315
228,ESCUELA BASICA VADO DE TOPATER,2201,38,629,0.06041335453100159
229,ESCUELA REPUBLICA DE CHILE,2201,44,730,0.06027397260273973
230,ESCUELA BASICA ANDRES BELLO,2201,35,628,0.05573248407643312
231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,2201,40,712,0.056179775280898875
232,ESCUELA BASICA PEDRO VERGARA KELLER,2201,37,624,0.05929487179487179
236,ESCUELA DE PARVULOS LAS ABEJITAS,2201,13,243,0.053497942386831275
237,ESCUELA DE PARVULOS LLAMITO BLANCO,2201,12,307,0.03908794788273615
238,ESCUELA DIFERENCIAL LOA,2201,30,207,0.14492753623188406
239,ESCUELA BASICA 21 DE MAYO,2201,36,676,0.05325443786982249
240,ESCUELA BASICA REPUBLICA DE FRANCIA,2201,36,633,0.05687203791469194
241,ESCUELA PARVULARIA LAS ARDILLAS,2201,10,198,0.050505050505050504
243,ESCUELA BASICA PUKARA,2201,5,25,0.2
244,ESCUELA DE PARVULOS LOS ENANITOS,2201,13,280,0.04642857142857143
245,ESCUELA DE PARVULOS PAPELUCHO,2201,8,120,0.06666666666666667
246,ESCUELA BASICA SENORA DE LA CANDELARIA,2201,4,13,0.3076923076923077
248,ESCUELA BASICA SAN JOSE,2201,3,6,0.5
252,ESCUELA BASICA SAN FRANCISCO,2201,12,94,0.1276595744680851
253,COLEGIO ADVENTISTA DE CALAMA,2201,51,1017,0.05014749262536873
254,FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA,2201,47,955,0.049214659685863874
255,COLEGIO EJERCITO DE SALVACION,2201,53,1185,0.04472573839662447
256,INSTITUTO OBISPO SILVA LEZAETA,2201,78,1754,0.04446978335233751
257,COLEGIO CHUQUICAMATA,2201,88,863,0.10196987253765932
259,ESC. PARV. JESUS DE NAZARETH,2201,4,54,0.07407407407407407
262,ESCUELA DE PARVULOS MICKEY MOUSE,2201,10,203,0.04926108374384237
265,ESCUELA DE PARVULOS LOS CONEJITOS,2201,6,134,0.04477611940298507
268,ESC. BASICA RURAL SAN ANTONIO DE PADUA,2202,7,41,0.17073170731707318
269,ESCUELA BASICA SAN PEDRO DE ATACAMA,2203,53,910,0.05824175824175824
270,COMPLEJO EDUCACIONAL TOCONAO,2203,30,245,0.12244897959183673
271,ESCUELA BASICA CAMAR,2203,5,12,0.4166666666666667
273,ESCUELA BASICA SOLOR,2203,7,28,0.25
274,ESCUELA BASICA SAN ROQUE,2203,6,16,0.375
275,ESCUELA BASICA ANDINA,2203,1,2,0.5
276,ESCUELA BASICA TALABRE,2203,4,6,0.6666666666666666
277,ESCUELA BASICA SAN BARTOLOME,2203,8,37,0.21621621621621623
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,2101,120,2148,0.055865921787709494
280,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,2101,101,1625,0.06215384615384616
282,LICEO A. RENDIC I. ANEXO C. REHABILIT. SOCIAL,2101,7,14,0.5
283,LICEO TECNICO ANTOFAGASTA,2101,102,1261,0.08088818398096749
284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,2101,82,999,0.08208208208208208
285,LICEO BICENTENARIO MARTA NAREA DIAZ,2101,88,1075,0.08186046511627906
286,LICEO LA PORTADA,2101,77,958,0.08037578288100208
287,LICEO DOMINGO HERRERA RIVERA,2101,81,1058,0.07655954631379962
288,ESCUELA JAPON,2101,61,1144,0.05332167832167832
289,ESCUELA ESPANA,2101,49,625,0.0784
291,ESCUELA PADRE GUSTAVO LE PAIGE WALQUE,2101,63,1142,0.05516637478108581
292,ESCUELA REPUBLICA DE ITALIA,2101,63,798,0.07894736842105263
293,ESCUELA JOSE PAPIC RADNIC,2101,80,1341,0.05965697240865026
294,ESCUELA PROFESORA LJUBICA DOMIC WUTH,2101,49,770,0.06363636363636363
296,ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS,2101,38,610,0.06229508196721312
297,ESCUELA ALCALDE MAXIMILIANO POBLETE,2101,50,629,0.0794912559618442
298,ESCUELA DARIO SALAS DIAZ,2101,44,624,0.07051282051282051
301,ESCUELA ROMULO J. PENA MATURANA,2101,44,542,0.08118081180811808
302,ESCUELA JUAN LOPEZ,2101,41,467,0.08779443254817987
303,ESCUELA REPUBLICA ARGENTINA,2101,47,511,0.09197651663405088
304,LICEO BICENTENARIO ANDRES SABELLA,2101,99,1370,0.07226277372262774
305,ESCUELA HUMBERTO GONZALEZ ECHEGOYEN,2101,67,1165,0.05751072961373391
306,ESCUELA HUANCHACA,2101,27,343,0.07871720116618076
